Año,Mes,Día,Hora,Minuto,Segundo,Dato
2024,09,18,22,14,18,Movimiento Detectado
2024,09,18,22,14,22,Movimiento Detectado
2024,09,18,22,14,27,Movimiento Detectado
2024,09,18,22,14,28,Movimiento Detectado
2024,09,18,22,14,34,Movimiento Detectado
2024,09,18,22,14,42,Movimiento Detectado
2024,09,18,22,14,48,Movimiento Detectado
2024,09,18,22,14,49,Movimiento Detectado
2024,09,18,22,14,53,Movimiento Detectado
2024,09,18,22,14,54,Movimiento Detectado
2024,09,18,22,14,57,Movimiento Detectado
2024,09,18,22,14,58,Movimiento Detectado
2024,09,18,22,15,01,Movimiento Detectado
2024,09,18,22,15,02,Movimiento Detectado
2024,09,18,22,15,07,Movimiento Detectado
2024,09,18,22,15,15,Movimiento Detectado
2024,09,18,22,15,20,Movimiento Detectado
2024,09,18,22,15,23,Movimiento Detectado
2024,09,18,22,15,24,Movimiento Detectado
2024,09,18,22,15,28,Movimiento Detectado
2024,09,18,22,15,32,Movimiento Detectado
2024,09,18,22,15,33,Movimiento Detectado
2024,09,18,22,15,37,Movimiento Detectado
2024,09,18,22,15,38,Movimiento Detectado
2024,09,18,22,15,41,Movimiento Detectado
2024,09,18,22,15,42,Movimiento Detectado
2024,09,18,22,15,46,Movimiento Detectado
2024,09,18,22,15,50,Movimiento Detectado
2024,09,18,22,15,54,Movimiento Detectado
2024,09,18,22,15,55,Movimiento Detectado
2024,09,18,22,16,00,Movimiento Detectado
2024,09,18,22,16,01,Movimiento Detectado
2024,09,18,22,16,04,Movimiento Detectado
2024,09,18,22,16,09,Movimiento Detectado
2024,09,18,22,16,13,Movimiento Detectado
2024,09,18,22,16,17,Movimiento Detectado
2024,09,18,22,16,22,Movimiento Detectado
2024,09,18,22,16,27,Movimiento Detectado
2024,09,18,22,16,31,Movimiento Detectado
2024,09,18,22,16,35,Movimiento Detectado
2024,09,18,22,16,41,Movimiento Detectado
2024,09,18,22,16,46,Movimiento Detectado
2024,09,18,22,16,50,Movimiento Detectado
2024,09,18,22,16,54,Movimiento Detectado
2024,09,18,22,16,58,Movimiento Detectado
2024,09,18,22,17,02,Movimiento Detectado
2024,09,18,22,17,08,Movimiento Detectado
2024,09,18,22,17,09,Movimiento Detectado
2024,09,18,22,17,14,Movimiento Detectado
2024,09,18,22,17,18,Movimiento Detectado
2024,09,18,22,17,19,Movimiento Detectado
2024,09,18,22,17,22,Movimiento Detectado
2024,09,18,22,17,29,Movimiento Detectado
2024,09,18,22,17,34,Movimiento Detectado
2024,09,18,22,17,39,Movimiento Detectado
2024,09,18,22,17,44,Movimiento Detectado
2024,09,18,22,17,48,Movimiento Detectado
2024,09,18,22,17,49,Movimiento Detectado
2024,09,18,22,17,52,Movimiento Detectado
2024,09,18,22,17,53,Movimiento Detectado
2024,09,18,22,17,59,Movimiento Detectado
2024,09,18,22,18,03,Movimiento Detectado
2024,09,18,22,18,07,Movimiento Detectado
2024,09,18,22,18,12,Movimiento Detectado
2024,09,18,22,18,16,Movimiento Detectado
2024,09,18,22,18,17,Movimiento Detectado
2024,09,18,22,18,21,Movimiento Detectado
2024,09,18,22,18,25,Movimiento Detectado
2024,09,18,22,18,26,Movimiento Detectado
2024,09,18,22,18,30,Movimiento Detectado
2024,09,18,22,18,34,Movimiento Detectado
2024,09,18,22,18,38,Movimiento Detectado
2024,09,18,22,18,42,Movimiento Detectado
2024,09,18,22,18,47,Movimiento Detectado
2024,09,18,22,18,50,Movimiento Detectado
2024,09,18,22,18,51,Movimiento Detectado
2024,09,18,22,18,55,Movimiento Detectado
2024,09,18,22,19,00,Movimiento Detectado
2024,09,18,22,19,05,Movimiento Detectado
2024,09,18,22,19,06,Movimiento Detectado
2024,09,18,22,19,12,Movimiento Detectado
2024,09,18,22,19,15,Movimiento Detectado
2024,09,18,22,19,16,Movimiento Detectado
2024,09,18,22,19,20,Movimiento Detectado
2024,09,18,22,19,21,Movimiento Detectado
2024,09,18,22,19,26,Movimiento Detectado
2024,09,18,22,19,32,Movimiento Detectado
2024,09,18,22,19,36,Movimiento Detectado
2024,09,18,22,19,37,Movimiento Detectado
2024,09,18,22,19,42,Movimiento Detectado
2024,09,18,22,19,46,Movimiento Detectado
2024,09,18,22,19,50,Movimiento Detectado
2024,09,18,22,19,54,Movimiento Detectado
2024,09,18,22,19,55,Movimiento Detectado
2024,09,18,22,19,59,Movimiento Detectado
2024,09,18,22,20,04,Movimiento Detectado
2024,09,18,22,20,08,Movimiento Detectado
2024,09,18,22,20,12,Movimiento Detectado
2024,09,18,22,20,13,Movimiento Detectado
2024,09,18,22,20,17,Movimiento Detectado
2024,09,18,22,20,22,Movimiento Detectado
2024,09,18,22,20,28,Movimiento Detectado
2024,09,18,22,20,29,Movimiento Detectado
2024,09,18,22,20,34,Movimiento Detectado
2024,09,18,22,20,38,Movimiento Detectado
2024,09,18,22,20,42,Movimiento Detectado
2024,09,18,22,20,43,Movimiento Detectado
2024,09,18,22,20,46,Movimiento Detectado
2024,09,18,22,20,47,Movimiento Detectado
2024,09,18,22,20,51,Movimiento Detectado
2024,09,18,22,20,55,Movimiento Detectado
2024,09,18,22,21,00,Movimiento Detectado
2024,09,18,22,21,03,Movimiento Detectado
2024,09,18,22,21,04,Movimiento Detectado
2024,09,18,22,21,07,Movimiento Detectado
2024,09,18,22,21,08,Movimiento Detectado
2024,09,18,22,21,12,Movimiento Detectado
2024,09,18,22,21,16,Movimiento Detectado
2024,09,18,22,21,17,Movimiento Detectado
2024,09,18,22,21,21,Movimiento Detectado
2024,09,18,22,21,25,Movimiento Detectado
2024,09,18,22,21,29,Movimiento Detectado
2024,09,18,22,21,33,Movimiento Detectado
2024,09,18,22,21,34,Movimiento Detectado
2024,09,18,22,21,38,Movimiento Detectado
2024,09,18,22,21,39,Movimiento Detectado
2024,09,18,22,21,42,Movimiento Detectado
2024,09,18,22,21,46,Movimiento Detectado
2024,09,18,22,21,51,Movimiento Detectado
2024,09,18,22,21,55,Movimiento Detectado
2024,09,18,22,21,56,Movimiento Detectado
2024,09,18,22,22,00,Movimiento Detectado
2024,09,18,22,22,04,Movimiento Detectado
2024,09,18,22,22,08,Movimiento Detectado
2024,09,18,22,22,14,Movimiento Detectado
2024,09,18,22,22,15,Movimiento Detectado
2024,09,18,22,22,20,Movimiento Detectado
2024,09,18,22,22,25,Movimiento Detectado
2024,09,18,22,22,30,Movimiento Detectado
2024,09,18,22,22,31,Movimiento Detectado
2024,09,18,22,22,34,Movimiento Detectado
2024,09,18,22,22,35,Movimiento Detectado
2024,09,18,22,22,40,Movimiento Detectado
2024,09,18,22,22,44,Movimiento Detectado
2024,09,18,22,22,49,Movimiento Detectado
2024,09,18,22,22,53,Movimiento Detectado
2024,09,18,22,22,54,Movimiento Detectado
2024,09,18,22,22,59,Movimiento Detectado
2024,09,18,22,23,03,Movimiento Detectado
2024,09,18,22,23,05,Movimiento Detectado
2024,09,18,22,23,09,Movimiento Detectado
2024,09,18,22,23,16,Movimiento Detectado
2024,09,18,22,23,20,Movimiento Detectado
2024,09,18,22,23,23,Movimiento Detectado
2024,09,18,22,23,24,Movimiento Detectado
2024,09,18,22,23,28,Movimiento Detectado
2024,09,18,22,23,31,Movimiento Detectado
2024,09,18,22,23,32,Movimiento Detectado
2024,09,18,22,23,36,Movimiento Detectado
2024,09,18,22,23,40,Movimiento Detectado
2024,09,18,22,23,44,Movimiento Detectado
2024,09,18,22,23,50,Movimiento Detectado
2024,09,18,22,23,55,Movimiento Detectado
2024,09,18,22,23,59,Movimiento Detectado
2024,09,18,22,24,00,Movimiento Detectado
2024,09,18,22,24,03,Movimiento Detectado
2024,09,18,22,24,04,Movimiento Detectado
2024,09,18,22,24,07,Movimiento Detectado
2024,09,18,22,24,08,Movimiento Detectado
2024,09,18,22,24,13,Movimiento Detectado
2024,09,18,22,24,19,Movimiento Detectado
2024,09,18,22,24,23,Movimiento Detectado
2024,09,18,22,24,27,Movimiento Detectado
2024,09,18,22,24,28,Movimiento Detectado
2024,09,18,22,24,32,Movimiento Detectado
2024,09,18,22,24,36,Movimiento Detectado
2024,09,18,22,24,37,Movimiento Detectado
2024,09,18,22,24,40,Movimiento Detectado
2024,09,18,22,24,41,Movimiento Detectado
2024,09,18,22,24,44,Movimiento Detectado
2024,09,18,22,24,49,Movimiento Detectado
2024,09,18,22,24,50,Movimiento Detectado
2024,09,18,22,24,54,Movimiento Detectado
2024,09,18,22,24,58,Movimiento Detectado
2024,09,18,22,24,59,Movimiento Detectado
2024,09,18,22,25,02,Movimiento Detectado
2024,09,18,22,25,03,Movimiento Detectado
2024,09,18,22,25,06,Movimiento Detectado
2024,09,18,22,25,10,Movimiento Detectado
2024,09,18,22,25,16,Movimiento Detectado
2024,09,18,22,25,21,Movimiento Detectado
2024,09,18,22,25,26,Movimiento Detectado
2024,09,18,22,25,30,Movimiento Detectado
2024,09,18,22,25,35,Movimiento Detectado
2024,09,18,22,25,40,Movimiento Detectado
2024,09,18,22,25,44,Movimiento Detectado
2024,09,18,22,25,48,Movimiento Detectado
2024,09,18,22,25,49,Movimiento Detectado
2024,09,18,22,25,53,Movimiento Detectado
2024,09,18,22,25,54,Movimiento Detectado
2024,09,18,22,26,01,Movimiento Detectado
2024,09,18,22,26,07,Movimiento Detectado
2024,09,18,22,26,11,Movimiento Detectado
2024,09,18,22,26,15,Movimiento Detectado
2024,09,18,22,26,20,Movimiento Detectado
2024,09,18,22,26,24,Movimiento Detectado
2024,09,18,22,26,28,Movimiento Detectado
2024,09,18,22,26,33,Movimiento Detectado
2024,09,18,22,26,38,Movimiento Detectado
2024,09,18,22,26,42,Movimiento Detectado
2024,09,18,22,26,47,Movimiento Detectado
2024,09,18,22,26,52,Movimiento Detectado
2024,09,18,22,26,57,Movimiento Detectado
2024,09,18,22,27,01,Movimiento Detectado
2024,09,18,22,27,07,Movimiento Detectado
2024,09,18,22,27,08,Movimiento Detectado
2024,09,18,22,27,13,Movimiento Detectado
2024,09,18,22,27,17,Movimiento Detectado
2024,09,18,22,27,22,Movimiento Detectado
2024,09,18,22,27,26,Movimiento Detectado
2024,09,18,22,27,30,Movimiento Detectado
2024,09,18,22,27,35,Movimiento Detectado
2024,09,18,22,27,40,Movimiento Detectado
2024,09,18,22,27,44,Movimiento Detectado
2024,09,18,22,27,49,Movimiento Detectado
2024,09,18,22,27,53,Movimiento Detectado
2024,09,18,22,27,57,Movimiento Detectado
2024,09,18,22,28,01,Movimiento Detectado
2024,09,18,22,28,05,Movimiento Detectado
2024,09,18,22,28,09,Movimiento Detectado
2024,09,18,22,28,13,Movimiento Detectado
2024,09,18,22,28,14,Movimiento Detectado
2024,09,18,22,28,17,Movimiento Detectado
2024,09,18,22,28,18,Movimiento Detectado
2024,09,18,22,28,22,Movimiento Detectado
2024,09,18,22,28,23,Movimiento Detectado
2024,09,18,22,28,26,Movimiento Detectado
2024,09,18,22,28,27,Movimiento Detectado
2024,09,18,22,28,30,Movimiento Detectado
2024,09,18,22,28,34,Movimiento Detectado
2024,09,18,22,28,38,Movimiento Detectado
2024,09,18,22,28,39,Movimiento Detectado
2024,09,18,22,28,43,Movimiento Detectado
2024,09,18,22,28,49,Movimiento Detectado
2024,09,18,22,28,53,Movimiento Detectado
2024,09,18,22,28,54,Movimiento Detectado
2024,09,18,22,28,57,Movimiento Detectado
2024,09,18,22,28,58,Movimiento Detectado
2024,09,18,22,29,01,Movimiento Detectado
2024,09,18,22,29,02,Movimiento Detectado
2024,09,18,22,29,06,Movimiento Detectado
2024,09,18,22,29,10,Movimiento Detectado
2024,09,18,22,29,14,Movimiento Detectado
2024,09,18,22,29,15,Movimiento Detectado
2024,09,18,22,29,19,Movimiento Detectado
2024,09,18,22,29,24,Movimiento Detectado
2024,09,18,22,29,29,Movimiento Detectado
2024,09,18,22,29,32,Movimiento Detectado
2024,09,18,22,29,33,Movimiento Detectado
2024,09,18,22,29,38,Movimiento Detectado
2024,09,18,22,29,39,Movimiento Detectado
2024,09,18,22,29,43,Movimiento Detectado
2024,09,18,22,29,48,Movimiento Detectado
2024,09,18,22,29,49,Movimiento Detectado
2024,09,18,22,29,52,Movimiento Detectado
2024,09,18,22,29,53,Movimiento Detectado
2024,09,18,22,29,57,Movimiento Detectado
2024,09,18,22,30,00,Movimiento Detectado
2024,09,18,22,30,01,Movimiento Detectado
2024,09,18,22,30,08,Movimiento Detectado
2024,09,18,22,30,09,Movimiento Detectado
2024,09,18,22,30,12,Movimiento Detectado
2024,09,18,22,30,19,Movimiento Detectado
2024,09,18,22,30,20,Movimiento Detectado
2024,09,18,22,30,31,Movimiento Detectado
2024,09,18,22,30,32,Movimiento Detectado
2024,09,18,22,30,37,Movimiento Detectado
2024,09,18,22,30,42,Movimiento Detectado
2024,09,18,22,30,52,Movimiento Detectado
2024,09,18,22,30,56,Movimiento Detectado
2024,09,18,22,31,00,Movimiento Detectado
2024,09,18,22,31,04,Movimiento Detectado
2024,09,18,22,31,09,Movimiento Detectado
2024,09,18,22,31,13,Movimiento Detectado
2024,09,18,22,31,18,Movimiento Detectado
2024,09,18,22,31,21,Movimiento Detectado
2024,09,18,22,31,22,Movimiento Detectado
2024,09,18,22,31,26,Movimiento Detectado
2024,09,18,22,31,30,Movimiento Detectado
2024,09,18,22,31,31,Movimiento Detectado
2024,09,18,22,31,37,Movimiento Detectado
2024,09,18,22,31,39,Movimiento Detectado
2024,09,18,22,31,42,Movimiento Detectado
2024,09,18,22,31,49,Movimiento Detectado
2024,09,18,22,31,56,Movimiento Detectado
2024,09,18,22,32,00,Movimiento Detectado
2024,09,18,22,32,05,Movimiento Detectado
2024,09,18,22,32,09,Movimiento Detectado
2024,09,18,22,32,14,Movimiento Detectado
2024,09,18,22,32,18,Movimiento Detectado
2024,09,18,22,32,22,Movimiento Detectado
2024,09,18,22,32,28,Movimiento Detectado
2024,09,18,22,32,32,Movimiento Detectado
2024,09,18,22,32,41,Movimiento Detectado
2024,09,18,22,32,46,Movimiento Detectado
2024,09,18,22,32,50,Movimiento Detectado
2024,09,18,22,32,54,Movimiento Detectado
2024,09,18,22,32,55,Movimiento Detectado
2024,09,18,22,33,00,Movimiento Detectado
2024,09,18,22,33,05,Movimiento Detectado
2024,09,18,22,33,06,Movimiento Detectado
2024,09,18,22,33,11,Movimiento Detectado
2024,09,18,22,33,15,Movimiento Detectado
2024,09,18,22,33,16,Movimiento Detectado
2024,09,18,22,33,19,Movimiento Detectado
2024,09,18,22,33,20,Movimiento Detectado
2024,09,18,22,33,23,Movimiento Detectado
2024,09,18,22,33,24,Movimiento Detectado
2024,09,18,22,33,27,Movimiento Detectado
2024,09,18,22,33,31,Movimiento Detectado
2024,09,18,22,33,36,Movimiento Detectado
2024,09,18,22,33,37,Movimiento Detectado
2024,09,18,22,33,41,Movimiento Detectado
2024,09,18,22,33,46,Movimiento Detectado
2024,09,18,22,33,51,Movimiento Detectado
2024,09,18,22,33,52,Movimiento Detectado
2024,09,18,22,33,56,Movimiento Detectado
2024,09,18,22,33,57,Movimiento Detectado
2024,09,18,22,34,03,Movimiento Detectado
2024,09,18,22,34,07,Movimiento Detectado
2024,09,18,22,34,08,Movimiento Detectado
2024,09,18,22,34,12,Movimiento Detectado
2024,09,18,22,34,13,Movimiento Detectado
2024,09,18,22,34,17,Movimiento Detectado
2024,09,18,22,34,22,Movimiento Detectado
2024,09,18,22,34,27,Movimiento Detectado
2024,09,18,22,34,28,Movimiento Detectado
2024,09,18,22,34,32,Movimiento Detectado
2024,09,18,22,34,36,Movimiento Detectado
2024,09,18,22,34,41,Movimiento Detectado
2024,09,18,22,34,46,Movimiento Detectado
2024,09,18,22,34,50,Movimiento Detectado
2024,09,18,22,34,51,Movimiento Detectado
2024,09,18,22,34,55,Movimiento Detectado
2024,09,18,22,35,00,Movimiento Detectado
2024,09,18,22,35,05,Movimiento Detectado
2024,09,18,22,35,09,Movimiento Detectado
2024,09,18,22,35,15,Movimiento Detectado
2024,09,18,22,35,16,Movimiento Detectado
2024,09,18,22,35,19,Movimiento Detectado
2024,09,18,22,35,23,Movimiento Detectado
2024,09,18,22,35,27,Movimiento Detectado
2024,09,18,22,35,28,Movimiento Detectado
2024,09,18,22,35,32,Movimiento Detectado
2024,09,18,22,35,33,Movimiento Detectado
2024,09,18,22,35,40,Movimiento Detectado
2024,09,18,22,35,44,Movimiento Detectado
2024,09,18,22,35,49,Movimiento Detectado
2024,09,18,22,35,53,Movimiento Detectado
2024,09,18,22,35,57,Movimiento Detectado
2024,09,18,22,36,04,Movimiento Detectado
2024,09,18,22,36,08,Movimiento Detectado
2024,09,18,22,36,11,Movimiento Detectado
2024,09,18,22,36,12,Movimiento Detectado
2024,09,18,22,36,17,Movimiento Detectado
2024,09,18,22,36,23,Movimiento Detectado
2024,09,18,22,36,24,Movimiento Detectado
2024,09,18,22,36,28,Movimiento Detectado
2024,09,18,22,36,32,Movimiento Detectado
2024,09,18,22,36,33,Movimiento Detectado
2024,09,18,22,36,37,Movimiento Detectado
2024,09,18,22,36,43,Movimiento Detectado
2024,09,18,22,36,47,Movimiento Detectado
2024,09,18,22,36,52,Movimiento Detectado
2024,09,18,22,36,56,Movimiento Detectado
2024,09,18,22,37,00,Movimiento Detectado
2024,09,18,22,37,05,Movimiento Detectado
2024,09,18,22,37,14,Movimiento Detectado
2024,09,18,22,37,15,Movimiento Detectado
2024,09,18,22,37,27,Movimiento Detectado
2024,09,18,22,37,28,Movimiento Detectado
2024,09,18,22,37,32,Movimiento Detectado
2024,09,18,22,37,36,Movimiento Detectado
2024,09,18,22,37,37,Movimiento Detectado
2024,09,18,22,37,42,Movimiento Detectado
2024,09,18,22,37,47,Movimiento Detectado
2024,09,18,22,37,54,Movimiento Detectado
2024,09,18,22,37,58,Movimiento Detectado
2024,09,18,22,38,02,Movimiento Detectado
2024,09,18,22,38,03,Movimiento Detectado
2024,09,18,22,38,06,Movimiento Detectado
2024,09,18,22,38,07,Movimiento Detectado
2024,09,18,22,38,12,Movimiento Detectado
2024,09,18,22,38,16,Movimiento Detectado
2024,09,18,22,38,17,Movimiento Detectado
2024,09,18,22,38,25,Movimiento Detectado
2024,09,18,22,38,28,Movimiento Detectado
2024,09,18,22,38,29,Movimiento Detectado
2024,09,18,22,38,33,Movimiento Detectado
2024,09,18,22,38,34,Movimiento Detectado
2024,09,18,22,38,37,Movimiento Detectado
2024,09,18,22,38,44,Movimiento Detectado
2024,09,18,22,38,45,Movimiento Detectado
2024,09,18,22,38,50,Movimiento Detectado
2024,09,18,22,38,54,Movimiento Detectado
2024,09,18,22,38,59,Movimiento Detectado
2024,09,18,22,39,03,Movimiento Detectado
2024,09,18,22,39,07,Movimiento Detectado
2024,09,18,22,39,08,Movimiento Detectado
2024,09,18,22,39,11,Movimiento Detectado
2024,09,18,22,39,12,Movimiento Detectado
2024,09,18,22,39,17,Movimiento Detectado
2024,09,18,22,39,22,Movimiento Detectado
2024,09,18,22,39,30,Movimiento Detectado
2024,09,18,22,39,36,Movimiento Detectado
2024,09,18,22,39,37,Movimiento Detectado
2024,09,18,22,39,42,Movimiento Detectado
2024,09,18,22,39,46,Movimiento Detectado
2024,09,18,22,39,50,Movimiento Detectado
2024,09,18,22,39,51,Movimiento Detectado
2024,09,18,22,39,55,Movimiento Detectado
2024,09,18,22,39,59,Movimiento Detectado
2024,09,18,22,40,04,Movimiento Detectado
2024,09,18,22,40,08,Movimiento Detectado
2024,09,18,22,40,13,Movimiento Detectado
2024,09,18,22,40,17,Movimiento Detectado
2024,09,18,22,40,18,Movimiento Detectado
2024,09,18,22,40,21,Movimiento Detectado
2024,09,18,22,40,25,Movimiento Detectado
2024,09,18,22,40,26,Movimiento Detectado
2024,09,18,22,40,29,Movimiento Detectado
2024,09,18,22,40,33,Movimiento Detectado
2024,09,18,22,40,34,Movimiento Detectado
2024,09,18,22,40,42,Movimiento Detectado
2024,09,18,22,40,46,Movimiento Detectado
2024,09,18,22,40,50,Movimiento Detectado
2024,09,18,22,40,51,Movimiento Detectado
2024,09,18,22,40,56,Movimiento Detectado
2024,09,18,22,40,57,Movimiento Detectado
2024,09,18,22,41,01,Movimiento Detectado
2024,09,18,22,41,02,Movimiento Detectado
2024,09,18,22,41,06,Movimiento Detectado
2024,09,18,22,41,10,Movimiento Detectado
2024,09,18,22,41,15,Movimiento Detectado
2024,09,18,22,41,16,Movimiento Detectado
2024,09,18,22,41,20,Movimiento Detectado
2024,09,18,22,41,25,Movimiento Detectado
2024,09,18,22,41,29,Movimiento Detectado
2024,09,18,22,41,30,Movimiento Detectado
2024,09,18,22,41,33,Movimiento Detectado
2024,09,18,22,41,34,Movimiento Detectado
2024,09,18,22,41,37,Movimiento Detectado
2024,09,18,22,41,38,Movimiento Detectado
2024,09,18,22,41,42,Movimiento Detectado
2024,09,18,22,41,46,Movimiento Detectado
2024,09,18,22,41,50,Movimiento Detectado
2024,09,18,22,41,55,Movimiento Detectado
2024,09,18,22,42,00,Movimiento Detectado
2024,09,18,22,42,04,Movimiento Detectado
2024,09,18,22,42,10,Movimiento Detectado
2024,09,18,22,42,13,Movimiento Detectado
2024,09,18,22,42,14,Movimiento Detectado
2024,09,18,22,42,17,Movimiento Detectado
2024,09,18,22,42,21,Movimiento Detectado
2024,09,18,22,42,27,Movimiento Detectado
2024,09,18,22,42,31,Movimiento Detectado
2024,09,18,22,42,35,Movimiento Detectado
2024,09,18,22,42,39,Movimiento Detectado
2024,09,18,22,42,42,Movimiento Detectado
2024,09,18,22,42,43,Movimiento Detectado
2024,09,18,22,42,46,Movimiento Detectado
2024,09,18,22,42,47,Movimiento Detectado
2024,09,18,22,42,50,Movimiento Detectado
2024,09,18,22,43,04,Movimiento Detectado
2024,09,18,22,43,05,Movimiento Detectado
2024,09,18,22,43,09,Movimiento Detectado
2024,09,18,22,43,14,Movimiento Detectado
2024,09,18,22,43,19,Movimiento Detectado
2024,09,18,22,43,20,Movimiento Detectado
2024,09,18,22,43,23,Movimiento Detectado
2024,09,18,22,43,25,Movimiento Detectado
2024,09,18,22,43,28,Movimiento Detectado
2024,09,18,22,43,32,Movimiento Detectado
2024,09,18,22,43,36,Movimiento Detectado
2024,09,18,22,43,42,Movimiento Detectado
2024,09,18,22,43,46,Movimiento Detectado
2024,09,18,22,43,47,Movimiento Detectado
2024,09,18,22,43,50,Movimiento Detectado
2024,09,18,22,43,55,Movimiento Detectado
2024,09,18,22,43,59,Movimiento Detectado
2024,09,18,22,44,03,Movimiento Detectado
2024,09,18,22,44,07,Movimiento Detectado
2024,09,18,22,44,11,Movimiento Detectado
2024,09,18,22,44,15,Movimiento Detectado
2024,09,18,22,44,16,Movimiento Detectado
2024,09,18,22,44,19,Movimiento Detectado
2024,09,18,22,44,26,Movimiento Detectado
2024,09,18,22,44,27,Movimiento Detectado
2024,09,18,22,44,30,Movimiento Detectado
2024,09,18,22,44,31,Movimiento Detectado
2024,09,18,22,44,36,Movimiento Detectado
2024,09,18,22,44,41,Movimiento Detectado
2024,09,18,22,44,48,Movimiento Detectado
2024,09,18,22,44,52,Movimiento Detectado
2024,09,18,22,45,00,Movimiento Detectado
2024,09,18,22,45,05,Movimiento Detectado
2024,09,18,22,45,09,Movimiento Detectado
2024,09,18,22,45,13,Movimiento Detectado
2024,09,18,22,45,18,Movimiento Detectado
2024,09,18,22,45,31,Movimiento Detectado
2024,09,18,22,45,32,Movimiento Detectado
2024,09,18,22,45,39,Movimiento Detectado
2024,09,18,22,45,43,Movimiento Detectado
2024,09,18,22,45,47,Movimiento Detectado
2024,09,18,22,45,52,Movimiento Detectado
2024,09,18,22,45,53,Movimiento Detectado
2024,09,18,22,45,57,Movimiento Detectado
2024,09,18,22,46,01,Movimiento Detectado
2024,09,18,22,46,06,Movimiento Detectado
2024,09,18,22,46,10,Movimiento Detectado
2024,09,18,22,46,14,Movimiento Detectado
2024,09,18,22,46,19,Movimiento Detectado
2024,09,18,22,46,23,Movimiento Detectado
2024,09,18,22,46,27,Movimiento Detectado
2024,09,18,22,46,31,Movimiento Detectado
2024,09,18,22,46,32,Movimiento Detectado
2024,09,18,22,46,35,Movimiento Detectado
2024,09,18,22,46,36,Movimiento Detectado
2024,09,18,22,46,41,Movimiento Detectado
2024,09,18,22,46,46,Movimiento Detectado
2024,09,18,22,46,51,Movimiento Detectado
2024,09,18,22,46,52,Movimiento Detectado
2024,09,18,22,46,55,Movimiento Detectado
2024,09,18,22,46,56,Movimiento Detectado
2024,09,18,22,47,00,Movimiento Detectado
2024,09,18,22,47,05,Movimiento Detectado
2024,09,18,22,47,09,Movimiento Detectado
2024,09,18,22,47,12,Movimiento Detectado
2024,09,18,22,47,13,Movimiento Detectado
2024,09,18,22,47,17,Movimiento Detectado
2024,09,18,22,47,23,Movimiento Detectado
2024,09,18,22,47,36,Movimiento Detectado
2024,09,18,22,47,42,Movimiento Detectado
2024,09,18,22,47,46,Movimiento Detectado
2024,09,18,22,47,47,Movimiento Detectado
2024,09,18,22,47,51,Movimiento Detectado
2024,09,18,22,47,52,Movimiento Detectado
2024,09,18,22,47,58,Movimiento Detectado
2024,09,18,22,47,59,Movimiento Detectado
2024,09,18,22,48,03,Movimiento Detectado
2024,09,18,22,48,04,Movimiento Detectado
2024,09,18,22,48,09,Movimiento Detectado
2024,09,18,22,48,13,Movimiento Detectado
2024,09,18,22,48,14,Movimiento Detectado
2024,09,18,22,48,18,Movimiento Detectado
2024,09,18,22,48,23,Movimiento Detectado
2024,09,18,22,48,26,Movimiento Detectado
2024,09,18,22,48,27,Movimiento Detectado
2024,09,18,22,48,31,Movimiento Detectado
2024,09,18,22,48,32,Movimiento Detectado
2024,09,18,22,48,36,Movimiento Detectado
2024,09,18,22,48,40,Movimiento Detectado
2024,09,18,22,48,44,Movimiento Detectado
2024,09,18,22,48,50,Movimiento Detectado
2024,09,18,22,48,58,Movimiento Detectado
2024,09,18,22,49,02,Movimiento Detectado
2024,09,18,22,49,03,Movimiento Detectado
2024,09,18,22,49,09,Movimiento Detectado
2024,09,18,22,49,13,Movimiento Detectado
2024,09,18,22,49,20,Movimiento Detectado
2024,09,18,22,49,24,Movimiento Detectado
2024,09,18,22,49,29,Movimiento Detectado
2024,09,18,22,49,33,Movimiento Detectado
2024,09,18,22,50,05,Movimiento Detectado
2024,09,18,22,50,08,Movimiento Detectado
2024,09,18,22,50,10,Movimiento Detectado
2024,09,18,22,50,15,Movimiento Detectado
2024,09,18,22,50,18,Movimiento Detectado
2024,09,18,22,50,19,Movimiento Detectado
2024,09,18,22,50,23,Movimiento Detectado
2024,09,18,22,50,24,Movimiento Detectado
2024,09,18,22,50,29,Movimiento Detectado
2024,09,18,22,50,34,Movimiento Detectado
2024,09,18,22,50,35,Movimiento Detectado
2024,09,18,22,50,40,Movimiento Detectado
2024,09,18,22,50,44,Movimiento Detectado
2024,09,18,22,50,45,Movimiento Detectado
2024,09,18,22,50,49,Movimiento Detectado
2024,09,18,22,50,53,Movimiento Detectado
2024,09,18,22,51,02,Movimiento Detectado
2024,09,18,22,51,03,Movimiento Detectado
2024,09,18,22,51,06,Movimiento Detectado
2024,09,18,22,51,14,Movimiento Detectado
2024,09,18,22,51,20,Movimiento Detectado
2024,09,18,22,51,25,Movimiento Detectado
2024,09,18,22,51,29,Movimiento Detectado
2024,09,18,22,51,30,Movimiento Detectado
2024,09,18,22,51,35,Movimiento Detectado
2024,09,18,22,51,40,Movimiento Detectado
2024,09,18,22,52,18,Movimiento Detectado
2024,09,18,22,52,30,Movimiento Detectado
2024,09,18,22,52,31,Movimiento Detectado
2024,09,18,22,52,34,Movimiento Detectado
2024,09,18,22,52,35,Movimiento Detectado
2024,09,18,22,52,38,Movimiento Detectado
2024,09,18,22,52,39,Movimiento Detectado
2024,09,18,22,52,42,Movimiento Detectado
